wmoid	name	lat	lon	elev	descript	near_airport	reg	gps_date	latest
40375	OETB	2837	3658	770	TABUK (SAUD-AFB)	NULL	7,10,18	NULL	2023-01-09 12:00:00
40373	OEPA	2833	4612	355	HAFR AL-BATIN ARPT	NULL	7,10,18	NULL	2023-01-09 12:00:00
40179	40179	3200	3482	30	BET DAGAN	NULL	7,10,18	NULL	2023-01-09 11:00:00
38341	38341	4285	7138	653	DZAMBUL	NULL	7,10,18	NULL	2023-01-09 12:00:00
36870	UAAA	4323	7693	847	ALMA-ATA	NULL	7,10,18	NULL	2012-07-19 12:00:00
35700	35700	4702	5185	-15	GUR'EV	NULL	7,10,18	NULL	2023-01-09 12:00:00
35394	35394	4980	7313	553	KARAGANDA	NULL	7,10,18	NULL	2023-01-09 12:00:00
35229	UATT	5028	5715	224	AKTJUBINSK	NULL	7,10,18	NULL	2023-01-09 12:00:00
35121	35121	5178	5522	109	ORENBURG	NULL	7,10,18	NULL	2023-01-09 12:00:00
34880	34880	4627	4803	-18	ASTRAHAN'	NULL	7,10,18	NULL	2012-09-26 00:00:00
34858	34858	4592	4335	87	DIVNOE	NULL	7,10,18	NULL	2023-01-09 12:00:00
34560	URWW	4868	4435	145	VOLGOGRAD	NULL	7,10,18	NULL	2012-09-26 00:00:00
34247	34247	5042	4105	93	KALAC	NULL	7,10,18	NULL	2023-01-09 12:00:00
34122	UUOO	5167	3927	104	VORONEZ	NULL	7,10,18	NULL	2023-01-09 12:00:00
34009	34009	5177	3617	247	KURSK	NULL	7,10,18	NULL	2023-01-09 12:00:00
33791	33791	4303	3322	125	KRYVYI RIH	NULL	7,10,18	NULL	2022-02-23 12:00:00
33345	UKKK	5040	3045	167	KIEV/ZHULYANY	NULL	7,10,18	NULL	2022-02-24 00:00:00
32540	UHPP	5297	15875	24	PETROPAVLOVSK-KAMCHATSKIJ	NULL	7,10,18	NULL	2023-01-09 12:00:00
32150	UHSS	4692	14273	31	JUZNO-SAHALINSK	NULL	7,10,18	NULL	2023-01-09 12:00:00
32061	32061	5090	14217	31	ALEKSANDROVSK-SAHALINSKIJ	NULL	7,10,18	NULL	2023-01-09 12:00:00
31977	31977	4327	13205	82	SAD-GOROD	NULL	7,10,18	NULL	2023-01-09 12:00:00
31873	31873	4587	13373	107	DAL'NERECENSK	NULL	7,10,18	NULL	2023-01-09 12:00:00
31736	31736	4853	13523	72	HABAROVSK	NULL	7,10,18	NULL	2023-01-09 12:00:00
31510	31510	5027	12750	137	BLAGOVESCENSK	NULL	7,10,18	NULL	2023-01-09 12:00:00
31369	31369	5315	14070	68	NIKOLAEVSK-ON-AM	NULL	7,10,18	NULL	2023-01-09 12:00:00
31300	31300	5375	12723	232	ZEJA	NULL	7,10,18	NULL	2023-01-09 12:00:00
31088	31088	5937	14320	6	OHOTSK	NULL	7,10,18	NULL	2023-01-09 12:00:00
31004	31004	5862	12537	682	ALDAN	NULL	7,10,18	NULL	2023-01-09 12:00:00
30965	30965	5038	11652	684	BORZJA	NULL	7,10,18	NULL	2023-01-09 12:00:00
30935	30935	5037	10875	770	KRASNYJ CIKOJ	NULL	7,10,18	NULL	2023-01-09 12:00:00
30758	30758	5202	11333	685	CHITA	NULL	7,10,18	NULL	2023-01-09 12:00:00
30715	30715	5248	10385	450	ANGARSK	NULL	7,10,18	NULL	2023-01-09 12:00:00
30635	30635	5442	10902	457	UST-BARGUZIN	NULL	7,10,18	NULL	2023-01-09 12:00:00
30554	30554	5462	11313	995	BOGDARIN	NULL	7,10,18	NULL	2018-10-31 00:00:00
30372	30372	5692	11837	711	CARA	NULL	7,10,18	NULL	2023-01-09 12:00:00
30309	30309	5607	10183	489	BRATSK	NULL	7,10,18	NULL	2023-01-09 12:00:00
30230	UIKK	5777	10812	258	KIRENSK	NULL	7,10,18	NULL	2022-07-23 12:00:00
30054	30054	5945	11258	193	VITIM	NULL	7,10,18	NULL	2023-01-09 12:00:00
29698	UINN	5488	9903	410	NIZNE-UDINSK	NULL	7,10,18	NULL	2023-01-09 12:00:00
29634	UNNN	5503	8290	176	NOVOSIBIRSK	NULL	7,10,18	NULL	2023-01-09 12:00:00
29612	29612	5537	7837	120	BARABINSK	NULL	7,10,18	NULL	2023-01-09 12:00:00
29572	29572	5618	9262	296	EMEL'JANOVO	NULL	7,10,18	NULL	2023-01-09 12:00:00
28952	28952	5322	6362	156	KUSTANAJ	NULL	7,10,18	NULL	2011-11-07 00:00:00
28698	28698	5493	7340	123	OMSK	NULL	7,10,18	NULL	2018-10-31 00:00:00
28445	28445	5673	6107	290	VERHNEE DUBROVO	NULL	7,10,18	NULL	2023-01-09 12:00:00
28275	28275	5815	6818	44	TOBOLSK	NULL	7,10,18	NULL	2023-01-09 12:00:00
28225	28225	5795	5620	170	PERM	NULL	7,10,18	NULL	2023-01-09 12:00:00
27995	27995	5298	4943	45	BEZENCUKSKAJA	NULL	7,10,18	NULL	2023-01-09 12:00:00
27962	UWPP	5313	4502	174	PENZA	NULL	7,10,18	NULL	2023-01-09 12:00:00
27707	27707	5412	3533	239	SUHINICI	NULL	7,10,18	NULL	2023-01-09 12:00:00
27612	27612	5575	3757	156	MOSCOW	NULL	7,10,18	NULL	2019-09-16 12:00:00
27595	27595	5578	4918	116	KAZAN'	NULL	7,10,18	NULL	2017-10-25 00:00:00
27459	27459	5627	4400	157	NIZNIJ NOVGOROD	NULL	7,10,18	NULL	2023-01-09 12:00:00
27199	27199	5860	4963	158	KIROV	NULL	7,10,18	NULL	2023-01-09 12:00:00
27037	ULWW	5923	3987	131	VOLOGDA	NULL	7,10,18	NULL	2011-02-28 00:00:00
26781	26781	5475	3207	241	SMOLENSK	NULL	7,10,18	NULL	2023-01-09 12:00:00
26298	26298	5790	3405	178	BOLOGOE	NULL	7,10,18	NULL	2023-01-09 12:00:00
26063	ULLI	5997	3030	4	ST. PETERBURG	NULL	7,10,18	NULL	2018-10-31 00:00:00
25913	UHMM	5958	15078	118	MAGADAN	NULL	7,10,18	NULL	2023-01-09 12:00:00
25703	25703	6292	15242	207	SEJMCAN	NULL	7,10,18	NULL	2023-01-09 12:00:00
25400	25400	6573	15090	43	ZYRJANKA	NULL	7,10,18	NULL	2018-10-31 00:00:00
24959	UEEE	6208	12975	103	YAKUTSK AIRPORT	NULL	7,10,18	NULL	2023-01-09 12:00:00
24908	24908	6033	10227	260	VANAVARA	NULL	7,10,18	NULL	2023-01-09 12:00:00
24688	24688	6327	14315	745	OJMJAKON	NULL	7,10,18	NULL	2023-01-09 12:00:00
24641	24641	6377	12162	107	VILJUJSK	NULL	7,10,18	NULL	2023-01-09 12:00:00
24266	24266	6755	13338	137	VERHOJANSK	NULL	7,10,18	NULL	2023-01-09 12:00:00
24125	24125	6850	11243	220	OLENEK	NULL	7,10,18	NULL	2018-10-31 00:00:00
23955	23955	6043	7787	47	ALEKSANDROVSKOE	NULL	7,10,18	NULL	2023-01-09 12:00:00
23921	23921	6068	6043	101	IVDEL'	NULL	7,10,18	NULL	2023-01-09 12:00:00
23472	23472	6578	8795	32	TURUHANSK	NULL	7,10,18	NULL	2023-01-09 12:00:00
23330	23330	6653	6653	16	SALEHARD	NULL	7,10,18	NULL	2023-01-09 12:00:00
23205	23205	6765	5302	7	NAR'JAN-MAR	NULL	7,10,18	NULL	2023-01-09 12:00:00
22845	22845	6150	3893	121	KARGOPOL'	NULL	7,10,18	NULL	2023-01-09 12:00:00
22550	ULAA	6453	4058	5	ARHANGEL'SK	NULL	7,10,18	NULL	2011-02-28 00:00:00
22522	22522	6498	3480	10	KEM (PORT)	NULL	7,10,18	NULL	2023-01-09 12:00:00
22271	22271	6788	4413	16	SOJNA	NULL	7,10,18	NULL	2023-01-09 12:00:00
22217	22217	6715	3235	26	KANDALAKSA	NULL	7,10,18	NULL	2023-01-09 12:00:00
22113	ULMM	6897	3305	51	MURMANSK	NULL	7,10,18	NULL	2018-10-31 00:00:00
21946	21946	7062	14790	61	COKURDAH	NULL	7,10,11,18	NULL	2023-01-09 12:00:00
21824	21824	7158	12892	8	TIKSI	NULL	7,10,11,18	NULL	2023-01-09 12:00:00
17607	LCNC	3515	3340	161	NICOSIA/ATHALASSA	NULL	7,10,18	NULL	2017-10-04 06:00:00
17351	17351	3705	3535	28	ADANA	NULL	7,10,18	NULL	2023-01-09 12:00:00
17240	LTBM	3775	3055	997	ISPARTA	NULL	7,10,18	NULL	2023-01-09 12:00:00
17220	17220	3843	2717	25	IZMIR	NULL	7,10,18	NULL	2023-01-09 12:00:00
17130	17130	3995	3288	894	ANKARA/CENTRAL	NULL	7,10,18	NULL	2022-11-04 12:00:00
17062	17062	4097	2908	33	ISTANBUL/GOZTEPE	NULL	7,10,18	NULL	2013-12-24 12:00:00
17030	17030	4128	3633	4	SAMSUN CITY	NULL	7,10,18	NULL	2023-01-09 12:00:00
16716	LGAT	3790	2373	14	ATHENS/HELLENKION	NULL	7,10,18	NULL	2023-01-09 11:00:00
16622	LGTS	4052	2297	4	THESSALONIKI/MIKRA	NULL	7,10,18	NULL	2023-01-09 00:00:00
16560	LIEE	3925	905	7	CAGLIARI/ELMAS(AFB)	NULL	7,10,18	NULL	2012-02-29 11:00:00
16429	LICT	3792	1250	14	TRAPANI/BIRGI (AFB)	NULL	7,10,18	NULL	2023-01-09 11:00:00
16320	LIBR	4065	1795	10	BRINDISI/CASALE AFB	NULL	7,10,18	NULL	2021-03-07 23:00:00
16245	LIRE	4165	1243	12	PRATICA DI MARE(AB)	NULL	7,10,18	NULL	2023-01-09 11:00:00
16144	16144	4465	1162	38	S. PIETRO CAPOFIUME	NULL	7,10,18	NULL	2023-01-09 12:00:00
16080	LIML	4543	928	103	MILANO/LINATE	NULL	7,10,18	NULL	2021-05-23 23:00:00
16044	LIPD	4603	1318	92	UDINE/CAMPOFORMIDO	NULL	7,10,18	NULL	2016-06-16 11:00:00
15614	LBSF	4265	2338	595	SOFIA (OBSERVATORY)	NULL	7,10,18	NULL	2023-01-09 12:00:00
15420	LRBS	4450	2613	91	BUCHAREST/BANEASA	NULL	7,10,18	NULL	2023-01-09 12:00:00
15120	LRCL	4678	2357	413	CLUJ-NAPOCA/SOMESEN	NULL	7,10,18	NULL	2012-10-24 00:00:00
14240	LDDD	4582	1603	123	ZAGREB\\MAKSIMIR	NULL	7,10,18	NULL	2023-01-09 12:00:00
12843	12843	4743	1918	139	BUDAPEST/LORINC	NULL	7,10,18	NULL	2023-01-09 11:00:00
12425	12425	5113	1698	116	WROCLAW/MALY GADOW	NULL	7,10,18	NULL	2023-01-09 11:00:00
12374	12374	5240	2097	96	LEGIONOWO	NULL	7,10,18	NULL	2023-01-09 12:00:00
12120	12120	5475	1753	2	LEBA	NULL	7,10,18	NULL	2023-01-09 11:00:00
11952	11952	4903	2032	701	POPRAD/GANOVCE	NULL	7,10,18	NULL	2023-01-09 11:00:00
11520	11520	5000	1445	303	PRAGUE/LIBUS	NULL	7,10,18	NULL	2023-01-09 11:00:00
11035	11035	4825	1637	200	WIEN/HOHE WARTE	NULL	7,10,18	NULL	2019-10-01 00:00:00
10868	10868	4825	1155	489	MUENCHEN/OBERSCHLEISSHEIM	NULL	7,10,18	NULL	2023-01-09 12:00:00
10771	ETGK	4943	1190	419	KUEMMERSBRUCK	NULL	7,10,18	NULL	2019-09-10 06:00:00
10739	10739	4883	920	315	STUTTGART/SCHNARRENBERG	NULL	7,10,18	NULL	2023-01-09 12:00:00
10618	ETGI	4970	733	376	IDAR-OBERSTEIN(MIL)	NULL	7,10,18	NULL	2019-09-10 06:00:00
10548	10548	5057	1037	450	MEININGEN	NULL	7,10,18	NULL	2023-01-09 12:00:00
10410	EDZE	5140	697	153	ESSEN/MULHEIM	NULL	7,10,18	NULL	2023-01-09 12:00:00
10393	10393	5222	1412	115	LINDENBERG	NULL	7,10,18	NULL	2023-01-09 18:00:00
10238	ETGB	5282	993	69	BERGEN (MIL)	NULL	7,10,18	NULL	2019-09-10 05:00:00
10200	EDWE	5238	723	5	EMDEN/KOENIGSPOLDER	NULL	7,10,18	NULL	2011-08-31 11:00:00
10184	10184	5410	1340	6	GREIFSWALD	NULL	7,10,18	NULL	2023-01-09 12:00:00
10035	10035	5453	955	48	SCHLESWIG	NULL	7,10,18	NULL	2023-01-09 12:00:00
8594	GVAC	1673	-2295	55	SAL ISL/AMILCAR CAB	NULL	7,8,18	NULL	2017-06-27 12:00:00
8579	8579	3877	-913	105	LISBON/GAGO COUTINHO	NULL	7,10,18	NULL	2020-01-01 12:00:00
8522	8522	3263	-1690	56	FUNCHAL	NULL	7,10,18	NULL	2022-11-15 12:00:00
8508	8508	3873	-2707	113	LAJES/SANTA RITA	NULL	7,10,18	NULL	2022-11-15 12:00:00
8495	LXGB	3615	-533	3	GIBRALTAR (CIV/MIL)	NULL	7,10,18	NULL	2015-10-02 07:00:00
8430	8430	3800	-117	62	MURCIA CITY	NULL	7,10,18	NULL	2015-12-17 12:00:00
8023	8023	4347	-382	65	SANTANDER CITY	NULL	7,10,18	NULL	2015-12-17 12:00:00
8001	8001	4337	-842	67	LA CORUNA CITY	NULL	7,10,18	NULL	2015-12-17 12:00:00
7761	LFKJ	4192	880	5	AJACCIO/CAMPO ORO	NULL	7,10,18	NULL	2018-07-08 23:00:00
7645	LFME	4387	440	60	NIMES/COURBESSAC	NULL	7,10,18	NULL	2018-07-01 23:00:00
7510	LFBD	4483	-70	45	BORDEAUX/MERIGNAC	NULL	7,10,18	NULL	2018-07-08 23:00:00
7481	LFLL	4573	508	248	LYON/SATOLAS	NULL	7,10,18	NULL	2011-02-28 06:00:00
7180	LFSN	4868	622	225	NANCY/ESSEY	NULL	7,10,18	NULL	2011-04-21 11:00:00
7145	7145	4877	202	168	TRAPPES (AUT)	NULL	7,10,18	NULL	2018-07-08 23:00:00
7110	LFRB	4845	-442	99	BREST/GUIPAVAS	NULL	7,10,18	NULL	2018-07-08 23:00:00
6610	LSMP	4682	695	490	PAYERNE (MIL/AUT)	NULL	7,10,18	NULL	2018-03-04 23:00:00
6260	EHDB	5210	518	2	DE BILT	NULL	7,10,18	NULL	2014-11-03 00:00:00
6181	6181	5577	1253	40	KOEBENHAVN\\JAEGERSBORG	NULL	7,10,18	NULL	NULL
6011	6011	6202	-677	55	THORSHAVN (PORT)	NULL	7,10,18	NULL	2023-01-09 11:00:00
4360	BGAM	6560	-3763	50	ANGMAGSSALIK	NULL	6,7,10,18	NULL	2023-01-09 11:00:00
4339	BGSC	7048	-2197	66	SCORESBYSUND	NULL	7,10,11,18	NULL	2023-01-09 11:00:00
4320	BGDH	7677	-1867	12	DANMARKSHAVN (PORT)	NULL	7,10,11,18	NULL	2023-01-09 11:00:00
4270	BGBW	6118	-4543	4	NARSSARSSUAQ	NULL	6,7,10,18	NULL	2023-01-09 11:00:00
4220	BGEM	6870	-5275	40	EGEDESMINDE/AUSIAT	NULL	6,7,10,18	NULL	2023-01-09 11:00:00
4018	BIKF	6397	-2260	54	KEFLAVIK (CIV\\NAS)	NULL	6,7,10,18	NULL	2023-01-09 11:00:00
3953	3953	5193	-1025	9	VALENTIA OBSERVATORY	NULL	7,10,18	NULL	2020-10-14 12:00:00
3918	3918	5430	-619	15	CASTOR BAY	NULL	7,10,18	NULL	2023-01-08 23:00:00
3882	3882	5090	32	54	HERSTOMONCEUX WEST	NULL	7,10,18	NULL	2023-01-09 11:00:00
3808	3808	5022	-532	87	CAMBORNE	NULL	7,10,18	NULL	2023-01-09 11:00:00
3238	3238	5501	-152	141	ALBEMARLE	NULL	7,10,18	NULL	2023-01-08 23:00:00
3005	3005	6013	-118	82	LERWICK/SHETLAND IS	NULL	7,10,18	NULL	2023-01-09 11:00:00
2963	2963	6082	2350	103	JOKIOINEN	NULL	7,10,18	NULL	2017-11-01 06:00:00
2935	EFJY	6240	2567	139	JYVASKYLA (MIL/CIV)	NULL	7,10,18	NULL	2016-12-31 18:00:00
2836	EFSO	6737	2665	178	SODANKYLA	NULL	7,10,18	NULL	2017-11-01 00:00:00
2591	ESQV	5765	1835	45	VISBY AERO STATION	NULL	7,10,18	NULL	2020-03-13 00:00:00
2527	ESGG	5767	1230	155	GOTEBORG/LANDVETTER	NULL	7,10,18	NULL	2020-06-30 00:00:00
2365	ESNN	6253	1747	6	SUNDSVALL/HARNOSAND	NULL	7,10,18	NULL	2020-06-25 12:00:00
2185	ESPA	6555	2213	16	LULEA/KALLAX (AFB)	NULL	7,10,18	NULL	2019-11-15 00:00:00
1415	ENZV	5887	567	33	STAVANGER/SOLA(AFB)	NULL	7,10,18	NULL	2020-04-16 00:00:00
1241	ENOL	6370	960	7	ORLAND III(NOR-AFB)	NULL	7,10,18	NULL	2019-10-28 00:00:00
1152	ENBO	6725	1440	8	BODO VI (CIV/MIL)	NULL	7,10,18	NULL	2014-11-25 12:00:00
1028	ENBJ	7452	1902	18	BJORNOYA ISLAND	NULL	7,10,11,18	NULL	2020-09-26 12:00:00
1004	ENAS	7892	1193	8	NY-ALESUND II	NULL	7,10,11,18	NULL	2023-01-09 12:00:00
1001	ENJA	7093	-867	9	JAN MAYEN(NOR-NAVY)	NULL	7,10,11,18	NULL	2020-09-01 12:00:00
68424	FAUP	-2840	2127	836	UPINGTON/PIERRE VAN	NULL	7,9,18	NULL	2023-01-08 23:00:00
68512	FASB	-2967	1787	1006	SPRINGBOK	NULL	7,9,18	NULL	2023-01-09 12:00:00
68906	FAGE	-4035	-988	54	GOUGH ISLAND	NULL	7,9,18	NULL	2022-11-12 12:00:00
70026	BRW	7130	-15678	12	POINT BARROW	NULL	6,7,10,11,13,17	NULL	2023-01-09 18:00:00
70133	OTZ	6687	-16263	5	KOTZEBUE	NULL	6,7,10,13,17	2013-08-17	2023-01-06 00:00:00
70200	OME	6450	-16543	5	NOME AP	NULL	6,7,10,13,17	2009-07-24	2023-01-09 12:00:00
70219	BET	6078	-16180	36	BETHEL	NULL	6,7,10,13,17	2010-08-23	2023-01-09 12:00:00
70231	MCG	6297	-15562	103	MCGRATH	NULL	6,7,10,13,17	2013-08-20	2023-01-09 12:00:00
70261	FAI	6482	-14787	135	FAIRBANKS	NULL	6,7,10,13,17	2009-08-17	2023-01-09 12:00:00
70273	ANC	6117	-15002	45	ANCHORAGE IAP/PT. CAMPBE	NULL	6,7,10,13,17	2008-07-21	2023-01-09 12:00:00
70308	SNP	5715	-17022	10	ST PAUL ISLAND	NULL	7,10,13,17	2010-08-30	2023-01-09 12:00:00
70316	CDB	5520	-16272	30	COLD BAY	NULL	6,7,10,13,17	2013-09-22	2023-01-09 12:00:00
70326	AKN	5868	-15665	15	KING SALMON	NULL	6,7,10,13,17	2009-07-20	2023-01-09 12:00:00
70350	ADQ	5775	-15248	4	KODIAK	NULL	6,7,10,13,17	NULL	2023-01-09 12:00:00
70361	YAK	5952	-13967	10	YAKUTAT	NULL	6,7,10,13,17	2009-10-10	2023-01-09 12:00:00
70414	SYA	5272	-17410	37	SHEMYA	NULL	7,10,13,17	NULL	2023-01-05 12:00:00
71043	YVQ	6528	-12675	95	NORMAN WELLS (UA)	NULL	6,7,10,17	NULL	2023-01-09 12:00:00
71081	YUX	6878	-8125	7	HALL BEACH/HALL LK	NULL	6,7,10,18	NULL	2023-01-06 12:00:00
71082	YLT	8250	-6233	66	ALERT	NULL	7,11,18	NULL	2023-01-09 12:00:00
71600	YSA	4393	-6002	4	SABLE ISLAND	NULL	6,7,10,18	NULL	2019-08-21 00:00:00
71801	YYT	4767	-5275	140	TORBAY/ST JOHNS	NULL	6,7,10,18	NULL	2009-08-13 12:00:00
71815	YJT	4853	-5855	60	STEPHENVILLE/HARMON AFB	NULL	6,7,10,18	NULL	2023-01-09 12:00:00
71906	YVP	5810	-6842	60	KUUJJUAQ (UA)	NULL	6,7,10,18	NULL	2023-01-09 12:00:00
71907	YPH	5845	-7812	26	INUKJUAK	NULL	6,7,10,18	NULL	2023-01-09 12:00:00
71909	YVN	6375	-6855	35	IQALUIT (UA)	NULL	6,7,10,18	NULL	2023-01-08 12:00:00
71913	YYQ	5875	-9407	29	CHURCHILL	NULL	6,7,10,18	NULL	2023-01-09 12:00:00
71915	YZS	6420	-8337	57	CORAL HARBOUR	NULL	6,7,10,18	NULL	2017-08-31 12:00:00
71917	YEU	7998	-8593	10	EUREKA	NULL	7,10,11,18	NULL	2023-01-09 12:00:00
71924	YRB	7472	-9498	40	RESOLUTE	NULL	6,7,10,11,18	NULL	2023-01-09 12:00:00
71925	YCB	6910	-10512	25	CAMBRIDGE BAY	NULL	6,7,10,18	NULL	2023-01-09 12:00:00
71926	YBK	6430	-9600	49	BAKER LAKE (UA)	NULL	6,7,10,18	NULL	2023-01-09 12:00:00
71934	YSM	6003	-11195	203	FT SMITH (UA)	NULL	6,7,10,17	NULL	2023-01-09 00:00:00
71945	YYE	5883	-12260	377	FORT NELSON UA	NULL	6,7,10,17	NULL	2023-01-09 12:00:00
71957	YEV	6832	-13353	103	INUVIK (UA)	NULL	6,7,10,17	NULL	2023-01-09 12:00:00
71964	YXY	6072	-13507	704	WHITEHORSE	NULL	6,7,10,17	NULL	2023-01-09 12:00:00
76654	MMZL	1907	-10433	3	MANZANILLO	NULL	6,7,8,18	NULL	2023-01-09 00:00:00
76692	VER	1917	-9612	13	VERACRUZ	NULL	6,7,8,18	NULL	2023-01-09 12:00:00
78016	XKF	3237	-6468	37	BERMUDA/(MCKINDLY AFB)	NULL	6,7,10,18	NULL	2023-01-09 12:00:00
78397	KJP	1793	-7678	1	KINGSTON/PALISADOES	NULL	6,7,8,18	NULL	2023-01-09 12:00:00
78526	JSJ	1843	-6600	3	SAN JUAN/ISLA VERDE	NULL	6,7,8,18	2010-03-01	2023-01-09 12:00:00
78583	ZBZ	1753	-8830	5	BELIZE	NULL	6,7,8,18	NULL	2023-01-09 12:00:00
78762	ROL	998	-8422	920	SAN JOSE/JUAN SANTA MARIA	NULL	6,7,8,18	NULL	2021-06-03 12:00:00
78866	ACM	1805	-6312	3	SINT MARTIN/JULIANA	NULL	6,7,8,18	NULL	2023-01-09 12:00:00
78897	FFR	1627	-6152	8	POINT A PITRE/RAIZET	NULL	6,7,8,18	NULL	2019-10-29 23:00:00
78954	BDI	1307	-5950	47	SEAWELL APT	NULL	7,8,18	NULL	2022-12-30 12:00:00
78970	KPP	1058	-6135	12	TRINIDAD/PIARCO IAP	NULL	7,8,18	NULL	2022-10-28 12:00:00
80222	SKBO	470	-7413	2548	BOGOTA/ELDORADO	NULL	7,8,18	NULL	2023-01-09 12:00:00
81405	SOCA	483	-5237	9	CAYENNE/ROCHAMBEAU	NULL	7,8,18	NULL	2019-10-29 23:00:00
82332	SBMN	-315	-5998	84	MANAUS/PONTA PELADA	NULL	7,8,18	NULL	2023-01-09 12:00:00
82397	82397	-373	-3855	19	FORTALEZA	NULL	7,8,18	NULL	2019-07-26 12:00:00
82824	SBPV	-877	-6392	88	PORTO VELHO(CV/MIL)	NULL	7,8,18	NULL	2023-01-09 12:00:00
82900	82900	-805	-3492	7	RECIFE/CURADO	NULL	7,8,18	NULL	2019-12-07 12:00:00
82965	SBAT	-987	-5610	288	ALTA FLORESTA	NULL	7,8,18	NULL	2022-12-02 12:00:00
82983	82983	-938	-4048	370	PETROLINA	NULL	7,8,18	NULL	2020-09-27 12:00:00
83362	SBCY	-1565	-5610	182	CUIABA/MARECHAL	NULL	7,8,18	NULL	2021-09-29 12:00:00
83378	SBBR	-1587	-4793	1061	BRASILIA (CIV/MIL)	NULL	7,8,18	NULL	2023-01-09 12:00:00
83566	83566	-1962	-4357	827	CONFIS INTNL ARPT	NULL	7,8,18	NULL	2023-01-09 12:00:00
83612	SBCG	-2047	-5467	556	CAMPO GRANDE INTL	NULL	7,9,18	NULL	2023-01-09 12:00:00
83650	83650	-2050	-2932	5	TRINDADE ISLAND	NULL	7,9,18	NULL	2019-04-16 12:00:00
83746	SBGL	-2282	-4325	6	GALEAO/RIO(CIV/MIL)	NULL	7,9,18	NULL	2023-01-09 12:00:00
83779	SBMT	-2352	-4663	722	MARTE (CIV/MIL)	NULL	7,9,18	NULL	2023-01-09 12:00:00
83840	SBCT	-2552	-4917	908	CURITIBA/AFONSO PEN	NULL	7,9,18	NULL	2023-01-09 12:00:00
85442	SCFA	-2343	-7043	120	ANTOFAGASTA/CERRO	NULL	7,9,18	NULL	2023-01-09 12:00:00
85586	SCSN	-3365	-7162	75	SANTO DOMINGO	NULL	7,9,18	NULL	2023-01-09 12:00:00
85799	SCTE	-4142	-7308	86	PUERTO MONTT/TEPUAL	NULL	7,9,18	NULL	2023-01-09 12:00:00
85934	SCCI	-5300	-7085	37	PUNTA ARENAS	NULL	7,9,18	NULL	2023-01-09 12:00:00
87047	SASA	-2485	-6548	1216	SALTA AIRPORT	NULL	7,9,18	NULL	2014-03-26 12:00:00
87155	SARE	-2745	-5905	52	RESISTENCIA AIRPORT	NULL	7,9,18	NULL	2023-01-09 12:00:00
87344	SACO	-3132	-6422	474	CORDOBA AIRPORT	NULL	7,9,18	NULL	2023-01-09 12:00:00
87418	SAME	-3283	-6878	704	MENDOZA/EL PLUMERIL	NULL	7,9,18	NULL	2023-01-09 12:00:00
87576	SAEZ	-3482	-5853	20	BUENOS AIRES/EZEIZA	NULL	7,9,18	NULL	2022-07-10 18:00:00
87623	SAZR	-3657	-6427	191	SANTA ROSA AIRPORT	NULL	7,9,18	NULL	2023-01-09 12:00:00
87860	SAVC	-4578	-6750	46	COMODORO RIVADAVIA	NULL	7,9,18	NULL	2023-01-09 12:00:00
89002	89002	-7067	-825	40	VON-NEUMAYER G-BASE	NULL	7,9,12,18	NULL	2023-01-09 12:00:00
89009	89009	-9000	0	2830	AMUNDSEN-SCOTT	NULL	7,12,18	NULL	2023-01-05 00:00:00
89022	89022	-7550	-2665	30	HALLEY BRI-BASE	NULL	7,9,12,18	NULL	2023-01-09 11:00:00
89532	89532	-6900	3958	21	SYOWA JAPAN-BASE	NULL	7,9,18	NULL	2023-01-09 12:00:00
89664	89664	-7785	16667	34	MCMURDO USA-BASE	NULL	7,9,12,18	NULL	2023-01-09 12:00:00
91212	PGAC	1355	14483	111	GUAM,MARIANA IS	NULL	7,8,18	NULL	2023-01-09 12:00:00
91285	ITO	1972	-15507	10	HILO	NULL	6,7,8,17,19	2010-07-12	2023-01-09 12:00:00
91334	PTKK	747	15185	2	TRUK INTL/MOEN ISL	NULL	7,8,18	2011-04-30	2023-01-09 12:00:00
91348	PTPN	696	15820	38	PONAPE ISLAND	NULL	7,8,18	2011-05-10	2023-01-09 12:00:00
91366	PKWA	873	16773	8	KWAJALEIN/BUCHOLZ	NULL	7,8,18	NULL	2023-01-09 00:00:00
91408	PTRO	733	13448	33	KOROR/PALAU ISLAND	NULL	7,8,18	2011-03-14	2023-01-09 12:00:00
91413	PTYA	948	13808	17	YAP ISLAND	NULL	7,8,18	2011-03-26	2023-01-09 12:00:00
91592	NWWN	-2227	16645	72	NOUMEA	NULL	7,9,18	NULL	2019-10-13 23:00:00
91765	NTSU	-1433	-17072	3	PAGO PAGO INTL ARPT	NULL	7,8,17	2011-02-05	2023-01-09 12:00:00
91938	NTAA	-1755	-14962	2	TAHITI ISLAND/FAAA	NULL	7,8,17	NULL	2019-10-29 11:00:00
93844	NZNV	-4642	16833	1	INVERCARGILL AERO	NULL	7,9,18	NULL	2023-01-09 10:00:00
94120	YPDN	-1240	13087	30	DARWIN (CIV/MIL)	NULL	7,8,18	NULL	2023-01-09 11:00:00
94150	YDGV	-1227	13682	54	GOVE AIRPORT	NULL	7,8,18	NULL	2023-01-09 00:00:00
94203	YBRM	-1795	12222	9	BROOME AIRPORT	NULL	7,8,18	NULL	2023-01-08 23:00:00
94294	YBTL	-1925	14675	6	TOWNSVILLE(CIV/MIL)	NULL	7,8,18	NULL	2020-01-16 23:00:00
